ref_area,indicator,source,time,obs_value,obs_status
IDN,LAP_2GDP_NOC_RT,XA:1897,2011,39.82,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2010,39.98,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2009,41.58,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2008,40.57,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2007,39.66,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2006,40.44,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2005,40.11,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2004,40.67,I
IND,LAP_2GDP_NOC_RT,XA:1976,2019,55.98,M
IND,LAP_2GDP_NOC_RT,XA:1976,2018,55.21,M
IND,LAP_2GDP_NOC_RT,XA:1976,2017,55.37,M
IND,LAP_2GDP_NOC_RT,XA:1976,2016,53.8,M
IND,LAP_2GDP_NOC_RT,XA:1976,2015,53.39,M
IND,LAP_2GDP_NOC_RT,XA:1976,2014,54.78,M
IND,LAP_2GDP_NOC_RT,XA:1976,2013,54.13,M
IND,LAP_2GDP_NOC_RT,XA:1976,2012,54.55,M
IND,LAP_2GDP_NOC_RT,XA:1976,2011,55.5,M
IND,LAP_2GDP_NOC_RT,XA:1976,2010,56.75,
IND,LAP_2GDP_NOC_RT,XA:1976,2009,59.62,M
IND,LAP_2GDP_NOC_RT,XA:1976,2008,58.76,M
IND,LAP_2GDP_NOC_RT,XA:1976,2007,54.08,M
IND,LAP_2GDP_NOC_RT,XA:1976,2006,54.99,M
IND,LAP_2GDP_NOC_RT,XA:1976,2005,58.01,
IND,LAP_2GDP_NOC_RT,XA:1976,2004,59.83,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2019,34.55,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2018,35.32,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2017,36.37,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2016,38.01,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2015,36.81,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2014,46.94,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2013,49.11,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2012,49.19,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2011,50.08,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2010,52.69,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2009,55.93,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2008,55.26,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2007,50.98,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2006,49.6,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2005,49.44,I
IRL,LAP_2GDP_NOC_RT,XA:1832,2004,48.94,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2019,38.3,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2018,38.32,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2017,40.41,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2016,40.12,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2015,41.85,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2014,37.56,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2013,36.64,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2012,37.89,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2011,36.4,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2010,34.54,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2009,35.38,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2008,32.53,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2007,31.39,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2006,35.23,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2005,35.37,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2004,35.51,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2019,28.18,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2018,28.42,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2017,28.42,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2016,27.89,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2015,28.44,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2014,28.74,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2013,28.51,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2012,28.4,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2011,28.79,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2010,28.94,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2009,29.16,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2008,29.03,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2007,29.4,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2006,29.2,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2005,29.33,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2004,27.1,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2019,61.3,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2018,61.06,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2017,61.11,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2016,60.87,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2015,61.36,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2014,63.54,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2013,63.37,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2012,62.36,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2011,60.6,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2010,57.35,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2009,55.18,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2008,64.3,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2007,72.44,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2006,72.46,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2005,70.5,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2004,65.94,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2019,53.33,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2018,53.92,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2017,53.23,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2016,52.28,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2015,51.83,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2014,51.63,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2013,52.08,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2012,53.11,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2011,53.59,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2010,53.25,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2009,53.58,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2008,55.36,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2007,54.57,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2006,54.6,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2005,53.82,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2004,53.4,I
ITA,LAP_2GDP_NOC_RT,XA:1988,2019,61.84,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2018,61.69,
ITA,LAP_2GDP_NOC_RT,XA:1988,2017,61.51,
ITA,LAP_2GDP_NOC_RT,XA:1988,2016,60.05,
ITA,LAP_2GDP_NOC_RT,XA:1988,2015,58.04,
ITA,LAP_2GDP_NOC_RT,XA:1988,2014,57.35,
ITA,LAP_2GDP_NOC_RT,XA:1988,2013,57.89,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2012,57.79,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2011,57.72,
ITA,LAP_2GDP_NOC_RT,XA:1988,2010,59.15,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2009,60.11,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2008,59.43,
ITA,LAP_2GDP_NOC_RT,XA:1988,2007,59.55,
ITA,LAP_2GDP_NOC_RT,XA:1988,2006,59.98,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2005,59.97,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2004,60.22,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2019,54.26,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2018,53.68,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2017,53.88,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2016,54.87,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2015,55.43,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2014,56.52,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2013,56.87,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2012,58.99,
JAM,LAP_2GDP_NOC_RT,XA:1905,2011,56.44,
JAM,LAP_2GDP_NOC_RT,XA:1905,2010,57,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2009,58.01,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2008,59.31,
JAM,LAP_2GDP_NOC_RT,XA:1905,2007,56.75,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2006,56.31,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2005,55.39,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2004,56.36,M
JOR,LAP_2GDP_NOC_RT,XA:1992,2019,44.61,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2018,44.28,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2017,44.46,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2016,43.91,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2015,42.91,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2014,42.16,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2013,42.58,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2012,42.97,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2011,42.52,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2010,41.8,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2009,44.12,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2008,41.85,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2007,41.69,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2006,41.74,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2005,41.76,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2004,41.71,I
JPN,LAP_2GDP_NOC_RT,XA:1843,2019,56.05,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2018,56.06,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2017,54.68,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2016,54.82,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2015,54.03,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2014,55.24,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2013,55.52,
JPN,LAP_2GDP_NOC_RT,XA:1843,2012,56.31,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2011,56.86,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2010,55.65,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2009,57.19,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2008,56.5,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2007,55.05,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2006,55.37,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2005,55.19,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2004,55.07,M
KAZ,LAP_2GDP_NOC_RT,XA:1996,2019,40.01,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2018,40.09,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2017,40.37,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2016,40.72,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2015,43.83,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2014,43.73,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2013,43.83,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2012,47.26,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2011,47.78,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2010,50.49,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2009,50.15,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2008,48.15,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2007,51.23,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2006,47.15,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2005,49.49,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2004,50.57,I
KEN,LAP_2GDP_NOC_RT,XA:1909,2019,37.67,
KEN,LAP_2GDP_NOC_RT,XA:1909,2018,38.06,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2017,38.19,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2016,38.21,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2015,40.4,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2014,42.32,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2013,42.06,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2012,41.57,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2011,41.46,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2010,43.48,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2009,41.71,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2008,41.14,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2007,45.09,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2006,46.6,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2005,46.05,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2004,47.15,M
KGZ,LAP_2GDP_NOC_RT,XA:2000,2019,34.02,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2018,36.36,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2017,37.29,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2016,40.62,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2015,39.09,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2014,39.63,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2013,42.16,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2012,41.38,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2011,39.93,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2010,40.72,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2009,40.14,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2008,38.32,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2007,40.44,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2006,42.79,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2005,38.71,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2004,39.23,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2019,39.42,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2018,39.54,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2017,39.86,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2016,40.02,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2015,39.76,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2014,39.67,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2013,40.47,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2012,40.87,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2011,41.39,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2010,41.69,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2009,42.71,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2008,41.2,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2007,40.56,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2006,40.92,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2005,40.95,I
KHM,LAP_2GDP_NOC_RT,XA:1866,2004,41.92,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2019,58.5,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2018,58.24,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2017,57.05,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2016,57.36,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2015,57.67,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2014,57.69,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2013,57.08,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2012,56.84,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2011,56.1,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2010,55.44,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2009,57.55,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2008,58.33,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2007,58.66,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2006,59.65,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2005,59.37,I
KOR,LAP_2GDP_NOC_RT,XA:2004,2004,58.62,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2019,38.03,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2018,37.26,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2017,40.11,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2016,42.42,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2015,40.29,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2014,29.18,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2013,26.2,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2012,24.78,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2011,24.8,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2010,27.93,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2009,28.95,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2008,21.25,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2007,22.47,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2006,21,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2005,23.16,I
KWT,LAP_2GDP_NOC_RT,XA:1913,2004,28.11,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2019,42.41,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2018,42.02,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2017,41.7,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2016,41.68,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2015,41.58,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2014,41.42,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2013,41.22,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2012,41.25,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2011,41.28,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2010,41.03,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2009,41.64,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2008,41.49,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2007,41.65,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2006,41.11,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2005,42,I
LAO,LAP_2GDP_NOC_RT,XA:2008,2004,42.45,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2019,49.13,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2018,48.59,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2017,48.28,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2016,48.19,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2015,48.31,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2014,48.04,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2013,47.88,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2012,47.99,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2011,48.16,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2010,47.4,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2009,47.18,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2008,47.33,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2007,47.33,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2006,48.15,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2005,48.03,I
LBN,LAP_2GDP_NOC_RT,XA:2009,2004,47.61,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2019,40.31,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2018,39.84,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2017,39.69,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2016,40.2,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2015,40.02,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2014,39.92,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2013,38.96,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2012,39.12,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2011,39.16,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2010,39.47,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2009,39.61,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2008,39.39,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2007,39.12,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2006,39.33,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2005,39.7,I
LBR,LAP_2GDP_NOC_RT,XA:1916,2004,40.03,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2019,46.46,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2018,46.27,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2017,46.11,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2016,46.49,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2015,46.53,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2014,46.7,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2013,46.54,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2012,44.76,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2011,47.19,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2010,46.32,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2009,46.43,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2008,46.4,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2007,46.37,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2006,46.38,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2005,46.32,I
LBY,LAP_2GDP_NOC_RT,XA:1869,2004,46.42,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2019,49.37,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2018,49.18,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2017,49.05,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2016,48.98,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2015,49.83,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2014,49.36,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2013,50.13,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2012,49.67,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2011,48.8,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2010,49.42,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2009,50.11,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2008,48.9,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2007,49.42,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2006,48.72,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2005,49.76,I
LCA,LAP_2GDP_NOC_RT,XA:2015,2004,48.57,I
LKA,LAP_2GDP_NOC_RT,XA:2017,2019,38.89,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2018,39.8,
LKA,LAP_2GDP_NOC_RT,XA:2017,2017,36.43,
LKA,LAP_2GDP_NOC_RT,XA:2017,2016,38.73,
LKA,LAP_2GDP_NOC_RT,XA:2017,2015,39.39,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2014,35.99,
LKA,LAP_2GDP_NOC_RT,XA:2017,2013,35.97,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2012,34.92,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2011,35.3,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2010,35.2,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2009,34.56,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2008,34.71,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2007,34.19,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2006,34.16,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2005,33.12,M
LKA,LAP_2GDP_NOC_RT,XA:2017,2004,33.03,M
LSO,LAP_2GDP_NOC_RT,XA:1920,2019,69.42,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2018,69.7,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2017,70.18,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2016,68.86,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2015,69.16,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2014,69.61,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2013,69.73,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2012,66.6,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2011,64.65,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2010,66.47,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2009,66.74,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2008,61.15,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2007,61.75,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2006,64.71,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2005,68.63,I
LSO,LAP_2GDP_NOC_RT,XA:1920,2004,71.59,I
LTU,LAP_2GDP_NOC_RT,XA:1871,2019,52.73,M
LTU,LAP_2GDP_NOC_RT,XA:1871,2018,50.86,
LTU,LAP_2GDP_NOC_RT,XA:1871,2017,50.26,
LTU,LAP_2GDP_NOC_RT,XA:1871,2016,47.81,
LTU,LAP_2GDP_NOC_RT,XA:1871,2015,47.66,
LTU,LAP_2GDP_NOC_RT,XA:1871,2014,44.22,
LTU,LAP_2GDP_NOC_RT,XA:1871,2013,44.63,
LTU,LAP_2GDP_NOC_RT,XA:1871,2012,42.97,
LTU,LAP_2GDP_NOC_RT,XA:1871,2011,43.89,
LTU,LAP_2GDP_NOC_RT,XA:1871,2010,45.77,M
LTU,LAP_2GDP_NOC_RT,XA:1871,2009,50.35,M
LTU,LAP_2GDP_NOC_RT,XA:1871,2008,49.34,
LTU,LAP_2GDP_NOC_RT,XA:1871,2007,47.37,
LTU,LAP_2GDP_NOC_RT,XA:1871,2006,48.58,
LTU,LAP_2GDP_NOC_RT,XA:1871,2005,45.88,
LTU,LAP_2GDP_NOC_RT,XA:1871,2004,45.62,M
LUX,LAP_2GDP_NOC_RT,XA:1922,2019,55.82,M
LUX,LAP_2GDP_NOC_RT,XA:1922,2018,55.66,
LUX,LAP_2GDP_NOC_RT,XA:1922,2017,55.02,
LUX,LAP_2GDP_NOC_RT,XA:1922,2016,53.41,
LUX,LAP_2GDP_NOC_RT,XA:1922,2015,54.75,
LUX,LAP_2GDP_NOC_RT,XA:1922,2014,53.28,
LUX,LAP_2GDP_NOC_RT,XA:1922,2013,54.19,
